x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
99.83044,0.51132,-98.69358,-1.22323,199.80177,-89.99990,Slängpolskorgris,0.10311,-1.34065,9.81370,-4.13840,True,449.80539
100.03222,-0.10227,-95.35112,-1.21427,200.00351,-92.14551,Polkagris,-0.41738,-1.26633,11.99730,1.20611,True,452.48556
98.99102,-0.13616,-94.16286,-1.23567,198.96034,-93.16735,Hambogris,0.94279,0.12335,13.15529,-2.52192,True,447.87367
99.61693,-0.20159,-95.88559,-1.22367,199.58808,-91.00415,Slängpolskorgris,-0.93522,-0.92340,11.74911,-2.57201,True,450.14187
101.81145,-0.85672,-101.51643,-1.22442,201.78181,-90.85662,Schottisgris,-0.41292,0.30039,10.07406,0.39388,True,458.29902
100.53381,0.05574,-102.01661,-1.20542,200.50688,-91.39322,Polkagris,0.38749,-0.98236,13.04815,1.43727,True,451.66076
98.23658,-0.47620,-95.21334,-1.23431,198.20687,-89.70358,Hambogris,0.88876,0.59737,11.11257,-2.39885,True,443.57623
98.75211,-0.64057,-97.91518,-1.18820,198.72669,-88.56978,Hambogris,-0.30946,0.07910,11.55504,2.46118,True,444.80298
101.39399,-0.72719,-103.97699,-1.23607,201.36336,-91.18039,Schottisgris,-1.37307,1.32153,10.96096,-1.96171,True,454.98144
98.24209,-0.76365,-97.70226,-1.25782,198.20867,-86.38806,Hambogris,2.52349,2.19682,12.94081,-1.63345,True,442.35934
98.58862,-0.52203,-97.15584,-1.24317,198.55687,-89.66959,Hambogris,-0.68567,0.72997,8.74470,-2.48907,True,444.36520
99.47189,-0.68806,-95.30553,-1.23339,199.44111,-91.27380,Slängpolskorgris,1.45224,0.26016,10.62781,-2.05622,True,449.70670
99.53748,-1.73318,-97.17589,-1.23852,199.50637,-90.56464,Slängpolskorgris,0.67185,0.37234,10.95719,-4.53299,True,449.09943
98.12334,-0.49135,-100.93312,-1.22829,198.09314,-89.62313,Hambogris,-1.99882,1.55111,9.94911,1.08301,True,440.15012
100.90605,-0.20333,-99.27430,-1.18825,200.87956,-93.80145,Polkagris,-0.42068,-0.41184,9.78757,1.16127,True,454.89308
99.68611,0.76733,-96.35808,-1.23841,199.65475,-91.93987,Slängpolskorgris,1.90331,-0.86500,11.66436,-0.93150,True,450.25149
97.91608,-0.23050,-97.73343,-1.19257,197.88968,-89.63407,Hambogris,0.21834,0.14895,13.23799,-0.05429,True,440.71369
99.68489,0.40601,-94.27874,-1.23629,199.65491,-88.67871,Slängpolskorgris,1.09629,-0.76080,12.15205,-2.96621,True,451.28510
101.43395,0.56580,-99.10677,-1.24028,201.40285,-92.05978,Schottisgris,0.00377,1.69105,11.71173,-5.47810,True,457.61636
99.70691,0.60892,-94.25970,-1.23109,199.67665,-87.74789,Slängpolskorgris,0.00580,2.65501,11.12344,-2.85495,True,451.40468
100.34097,0.49371,-101.95128,-1.24939,200.30901,-93.46230,Polkagris,0.75745,-1.87463,10.02541,-1.43212,True,450.72920
100.08028,-0.10137,-103.66874,-1.23118,200.05068,-90.19009,Polkagris,-0.44352,-3.11020,10.85903,-1.59683,True,448.56705
98.41736,-1.63315,-93.05907,-1.23547,198.38677,-91.11453,Hambogris,-0.75684,-1.22784,8.42551,1.06316,True,445.55728
99.60318,-0.60187,-96.66481,-1.22629,199.57375,-93.61976,Slängpolskorgris,1.79398,1.63586,12.23994,-1.64905,True,449.68348
100.32567,-0.46224,-100.88148,-1.20422,200.29911,-89.27494,Polkagris,0.10763,0.78708,11.86931,5.26832,True,451.18762
101.09849,1.24260,-97.94018,-1.23509,201.06779,-93.98938,Schottisgris,0.43949,-1.73261,11.45395,-0.63142,True,456.52238
101.55943,-0.27851,-97.15320,-1.24103,201.52837,-94.78044,Schottisgris,1.00780,1.40366,12.44874,0.36362,True,459.22055
99.70986,-0.51610,-94.36442,-1.21986,199.68150,-91.20554,Slängpolskorgris,1.46096,-0.54855,11.74166,-2.69263,True,451.36708
100.05742,0.52245,-102.12878,-1.23232,200.02674,-89.52641,Polkagris,1.76701,0.31941,13.04025,-0.69886,True,449.22269
101.21984,0.36966,-101.18696,-1.22927,201.18942,-91.39547,Schottisgris,-0.49082,-1.03428,10.24441,-2.06573,True,455.50570
99.14482,-0.39110,-95.00948,-1.22825,199.11489,-88.91488,Slängpolskorgris,-1.09215,0.78345,9.66224,-2.95861,True,448.21935
100.47511,-0.53024,-100.87714,-1.20507,200.44761,-92.47241,Polkagris,-1.13655,-0.58371,10.28146,-1.38470,True,451.93700
101.29382,0.23400,-100.39523,-1.22636,201.26341,-91.85177,Schottisgris,0.14990,-0.11454,12.38432,2.93963,True,456.27146
100.15444,-0.57207,-104.08734,-1.23745,200.12327,-91.45054,Polkagris,-1.15986,0.83055,9.77151,0.72776,True,448.72854
100.28500,-1.83336,-100.54155,-1.23226,200.25517,-91.75112,Polkagris,1.77418,-2.36892,10.20075,-1.50823,True,451.15422
101.18033,1.57721,-102.06416,-1.22344,201.15137,-91.90982,Schottisgris,-1.30501,2.58858,11.68218,-0.23476,True,454.86958
100.49856,-1.07705,-99.75960,-1.23252,200.46897,-90.99250,Polkagris,1.00739,-0.82844,10.31209,-3.26664,True,452.61301
100.92446,-0.60821,-99.97182,-1.20868,200.89660,-91.23398,Polkagris,0.30745,-1.18605,8.27850,2.97651,True,454.63637
99.94664,0.33791,-98.29025,-1.22865,199.91648,-89.64203,Slängpolskorgris,-0.46680,-0.35872,11.26040,-2.83530,True,450.58808
100.09872,0.32606,-99.53714,-1.20071,200.07171,-90.47745,Polkagris,0.14242,0.44473,13.25242,1.90942,True,450.72503
100.70536,0.04361,-97.47797,-1.20399,200.67747,-91.04660,Polkagris,-0.23198,0.72914,11.29554,1.25472,True,454.78779
100.50243,0.37976,-102.41580,-1.23900,200.47106,-91.15367,Polkagris,-0.11439,3.12263,10.25176,-0.68961,True,451.30424
101.53658,1.20119,-100.71548,-1.23730,201.50590,-93.56229,Schottisgris,-1.70852,1.18550,7.47993,1.60441,True,457.32516
99.10322,-0.11036,-99.52519,-1.22687,199.07410,-89.46388,Slängpolskorgris,-0.85004,-0.48154,9.56002,-3.98504,True,445.75351
100.67104,0.12352,-101.25511,-1.23384,200.64021,-92.40141,Polkagris,3.25680,-2.14641,11.21353,-5.07181,True,452.72765
97.83908,-0.79134,-98.35249,-1.22676,197.81020,-87.22614,Hambogris,1.19509,-2.81031,12.02080,-2.43618,True,440.01916
100.67861,0.01016,-102.53349,-1.18206,200.65403,-92.01362,Polkagris,0.15211,-0.92894,12.00737,2.25957,True,452.12632
100.11955,0.51955,-98.57098,-1.22673,200.08960,-89.91376,Polkagris,-1.46714,0.15807,11.95145,-1.79163,True,451.31225
102.47193,0.62337,-103.15334,-1.23029,202.44201,-93.95194,Polskorgris,0.13372,2.19343,12.94013,0.35452,True,460.78300
99.52335,-0.15576,-102.11475,-1.23133,199.49271,-88.76023,Slängpolskorgris,0.89974,-0.80981,10.19346,-1.53439,True,446.55938
101.27509,-0.61988,-103.35191,-1.23604,201.24441,-91.88089,Schottisgris,-0.35209,-2.05187,9.06050,0.75212,True,454.69951
100.30607,-0.23414,-95.03508,-1.24895,200.27364,-91.49449,Polkagris,0.01101,1.76268,9.09056,3.40125,True,454.01283
100.40165,0.16262,-96.18939,-1.18865,200.37542,-89.98103,Polkagris,-1.46412,0.51716,11.34108,3.04067,True,453.91355
100.68872,-1.08441,-107.51270,-1.23032,200.65933,-91.07936,Polkagris,1.22048,-3.35919,12.27585,-3.54561,True,449.68723
99.03935,-0.94998,-92.67282,-1.22920,199.00963,-88.17460,Slängpolskorgris,-1.88682,0.16868,13.15307,-2.40228,True,448.86032
101.15555,-0.01224,-99.17870,-1.23548,201.12499,-92.39618,Schottisgris,0.05913,-1.55298,13.37006,-0.24132,True,456.18839
99.78329,0.54989,-96.35399,-1.19837,199.75693,-90.38323,Slängpolskorgris,0.25191,-0.56174,9.80566,-0.27601,True,450.73944
100.30535,-0.47822,-101.35421,-1.23272,200.27505,-91.11957,Polkagris,-0.17236,0.10676,10.44410,-2.84082,True,450.84966
100.28854,0.78607,-102.98520,-1.20496,200.26007,-91.91326,Polkagris,-0.07752,0.29141,10.39527,0.41461,True,449.95009
98.29967,0.01569,-94.09767,-1.19302,198.27373,-90.22045,Hambogris,-1.35201,-0.59180,11.02150,-3.87242,True,444.44952
99.79509,-0.24724,-104.79534,-1.18335,199.77060,-89.94169,Slängpolskorgris,1.18131,1.00277,10.96313,3.64484,True,446.57776
99.94586,-0.07020,-101.05366,-1.26420,199.91167,-90.03586,Slängpolskorgris,1.01728,-1.57931,13.85907,-0.76737,True,449.20245
98.68408,-1.38915,-96.97368,-1.19500,198.65788,-88.33682,Hambogris,1.26924,0.81903,12.53247,3.51161,True,444.93358
100.17846,0.75880,-102.16705,-1.18610,200.15406,-91.36307,Polkagris,0.81577,1.42087,7.76367,0.99390,True,449.80878
99.75737,-0.93915,-101.54077,-1.20322,199.73024,-93.04789,Slängpolskorgris,-0.34802,0.81198,8.59402,0.07312,True,448.01645
99.04017,1.70277,-96.74765,-1.23607,199.00978,-90.31219,Slängpolskorgris,1.23771,0.52180,9.18021,-0.17956,True,446.82701
97.88722,-0.44384,-101.90424,-1.20034,197.86002,-89.83663,Hambogris,0.21196,0.40229,12.00984,2.80847,True,438.48397
100.04010,0.62271,-102.10798,-1.22235,200.01095,-90.67114,Polkagris,0.92051,0.42144,9.57091,2.80969,True,449.14653
99.82157,0.34323,-103.88320,-1.24496,199.78985,-89.63536,Slängpolskorgris,0.28245,-0.19637,7.89274,2.83431,True,447.16624
99.50664,-0.90968,-101.53910,-1.22428,199.47764,-90.30564,Slängpolskorgris,-1.11212,1.43336,8.93033,0.39418,True,446.76367
98.93373,-0.10831,-101.92401,-1.20176,198.90682,-89.57386,Hambogris,-0.87789,0.47388,10.50658,3.20140,True,443.70663
100.38831,-0.31612,-102.10542,-1.21758,200.35851,-91.28311,Polkagris,0.86650,-0.95548,11.17791,3.25825,True,450.88882
99.48840,-0.36669,-93.58415,-1.20239,199.46127,-90.52784,Slängpolskorgris,-0.43149,0.38992,10.13545,-0.73255,True,450.64992
101.00090,-0.05635,-98.76272,-1.21106,200.97300,-93.27747,Polkagris,0.17311,1.04042,9.64075,0.13522,True,455.62315
100.78180,0.02371,-101.05207,-1.23181,200.75200,-90.95211,Polkagris,0.64476,-1.08414,10.97156,-2.03080,True,453.38296
99.00496,-0.08940,-98.19332,-1.21439,198.97676,-88.55909,Slängpolskorgris,-1.41950,0.38914,12.39535,-1.08030,True,445.92814
100.57044,-0.50101,-104.13020,-1.24378,200.53849,-90.44442,Polkagris,2.91733,-2.16841,10.19874,-2.20712,True,450.78709
98.45644,0.32223,-101.07771,-1.21203,198.42827,-89.68946,Hambogris,0.31188,1.80255,11.38544,-1.61633,True,441.74335
100.38655,-0.57791,-102.74630,-1.22569,200.35734,-90.10342,Polkagris,-0.38826,1.92812,13.67170,-1.51597,True,450.55958
100.37871,1.16414,-102.89266,-1.24260,200.34712,-95.38169,Polkagris,0.94365,1.36785,11.37681,-2.11291,True,450.44723
100.75292,-0.16811,-99.08907,-1.20312,200.72588,-93.53161,Polkagris,0.12558,-0.97236,9.68406,1.13328,True,454.22005
100.30798,0.17200,-98.53321,-1.23658,200.27701,-91.82804,Polkagris,0.03779,0.52917,12.91887,-2.83461,True,452.27330
100.31999,-0.34939,-101.69427,-1.21330,200.29068,-91.97092,Polkagris,0.06038,-1.19003,8.40427,2.97312,True,450.75284
102.50801,0.68624,-102.53746,-1.22234,202.47862,-96.62077,Polskorgris,0.57261,0.46594,11.35690,-1.80751,True,461.27133
100.61294,0.53512,-99.88146,-1.21455,200.58486,-88.67344,Polkagris,-0.45662,-0.09486,11.42913,-2.34779,True,453.12399
98.47513,-0.40242,-97.37742,-1.21604,198.44638,-89.60057,Hambogris,0.20677,-0.31565,12.88042,-0.95592,True,443.68693
100.26976,0.03354,-98.01616,-1.19881,200.24217,-93.32998,Polkagris,0.32093,-0.45887,12.43432,3.09011,True,452.34074
100.29839,0.33473,-99.09669,-1.20033,200.27090,-92.65479,Polkagris,0.31326,0.25912,12.65597,1.47464,True,451.94358
99.54717,0.46270,-98.38164,-1.22804,199.51749,-93.10842,Slängpolskorgris,1.06783,-2.92835,11.34510,-0.57682,True,448.54504
100.16791,-0.22896,-97.80874,-1.20522,200.13972,-90.37685,Polkagris,0.42426,-0.00461,12.79001,2.40343,True,451.93519
100.17632,0.86502,-102.34744,-1.21127,200.14790,-92.26294,Polkagris,0.06694,-0.36259,8.79569,1.16078,True,449.70789
101.35672,-0.16053,-104.84683,-1.22505,201.32692,-92.00960,Schottisgris,0.81192,-1.02400,11.39686,-0.35502,True,454.36019
101.18459,0.39312,-97.06538,-1.22449,201.15463,-93.41139,Schottisgris,3.06737,2.95636,10.89119,-0.08627,True,457.39028
99.64762,-0.68524,-102.39069,-1.22088,199.61840,-91.27419,Slängpolskorgris,1.05458,0.97337,12.10861,-2.06425,True,447.04278
98.77336,-0.01362,-95.38307,-1.21690,198.74475,-88.92561,Hambogris,0.10352,-0.89646,11.30645,2.24795,True,446.17526
99.89153,-0.41880,-96.44062,-1.24068,199.86016,-89.25610,Slängpolskorgris,1.22923,-0.74256,9.89998,-0.37641,True,451.23734
99.17566,-0.20033,-92.88518,-1.22568,199.14677,-89.41416,Slängpolskorgris,-0.18783,-0.00851,10.85642,0.03390,True,449.43569
100.62626,0.32548,-102.65353,-1.20623,200.59858,-92.61369,Polkagris,-0.94870,-0.13750,13.87765,0.15078,True,451.80456
100.48516,0.30642,-101.11474,-1.20593,200.45770,-91.68429,Polkagris,-0.48309,-2.08818,12.69064,-2.05178,True,451.86843
99.83231,0.47754,-106.46006,-1.22938,199.80255,-92.50475,Slängpolskorgris,-1.16947,1.06789,11.58427,-0.96820,True,445.93155
100.21375,-0.96015,-91.84297,-1.22914,200.18377,-91.41549,Polkagris,0.83260,0.15132,9.92176,-4.92901,True,455.14728
99.01929,-0.66093,-100.59601,-1.23551,198.98854,-88.96426,Slängpolskorgris,0.22077,-2.79708,9.65606,-2.66150,True,444.79845
100.57191,-0.20117,-101.11495,-1.18779,200.54648,-92.27941,Polkagris,-0.58458,0.48421,10.66056,2.94809,True,452.30206
99.43236,-0.54024,-97.98964,-1.22488,199.40313,-89.41913,Slängpolskorgris,0.12997,1.62200,10.87784,-2.24743,True,448.16698
102.04043,1.93044,-106.66436,-1.22436,202.01023,-93.35394,Polskorgris,-0.24160,1.32925,11.49924,3.86830,True,456.86995
100.86543,0.12113,-103.11937,-1.20734,200.83768,-92.96593,Polkagris,-0.27773,-0.88910,11.15211,-1.97252,True,452.76745
99.90743,-0.44526,-101.13434,-1.23311,199.87663,-90.45056,Slängpolskorgris,-2.28515,0.12159,12.79414,-0.20936,True,448.96999
100.71963,-0.07204,-105.27712,-1.21549,200.69116,-90.88596,Polkagris,-0.10004,-1.01114,11.84082,2.63416,True,450.95957
99.21319,-1.08717,-100.73547,-1.19613,199.18629,-92.11407,Slängpolskorgris,-2.03775,-0.39663,9.64430,-1.99817,True,445.69819
100.06055,-0.92384,-101.73701,-1.23161,200.03083,-90.52927,Polkagris,0.47169,-2.73406,10.88238,-4.22119,True,449.43425
100.62017,-0.17802,-99.65061,-1.22406,200.59053,-94.27942,Polkagris,0.36792,-0.12363,12.17785,-1.14455,True,453.27556
100.11937,-0.85097,-99.44209,-1.24118,200.08812,-90.11182,Polkagris,-1.06952,0.09567,10.59995,-2.81940,True,450.87583
99.76496,1.24655,-98.32721,-1.21952,199.73556,-90.26011,Slängpolskorgris,-2.12373,-2.84403,8.61387,-2.29326,True,449.66117
99.98333,0.25162,-95.82187,-1.23340,199.95267,-90.14780,Slängpolskorgris,-0.19845,-0.35364,11.81361,0.72341,True,452.00571
98.66929,-1.57280,-99.87887,-1.23034,198.63875,-89.49368,Hambogris,2.08039,-0.15208,10.62065,-3.52259,True,443.40702
99.56387,-0.09076,-97.93683,-1.19207,199.53775,-90.71889,Slängpolskorgris,-0.85183,0.00360,11.84281,3.01804,True,448.85094
100.02540,-0.59363,-100.02175,-1.25305,199.99295,-90.80011,Polkagris,0.38645,1.93721,7.42995,3.05008,True,450.11614
99.64435,-0.14418,-100.46064,-1.22804,199.61455,-87.52525,Slängpolskorgris,-2.12545,1.84677,11.57558,-2.34910,True,447.99141
103.03403,1.48992,-110.91300,-1.22302,203.00531,-93.23962,Polskorgris,0.61995,-1.23136,8.20810,-2.17500,True,459.71367
98.84595,0.41273,-92.35473,-1.21690,198.81729,-88.22452,Hambogris,-0.89037,0.28255,13.65432,-0.60266,True,448.05240
100.50001,0.43763,-99.47775,-1.22710,200.47048,-92.57401,Polkagris,0.31493,0.06420,10.73121,-0.99407,True,452.76119
99.25789,-0.27802,-103.82832,-1.21047,199.23043,-90.85040,Slängpolskorgris,-0.42358,1.05378,10.64422,-0.61227,True,444.37528
100.18318,-0.25301,-98.76261,-1.20276,200.15590,-92.76347,Polkagris,-0.38488,-0.30865,11.62843,-0.72144,True,451.53460
100.37319,-1.25351,-101.03792,-1.19636,200.34757,-91.68956,Polkagris,0.65831,-1.36027,9.01709,-2.35636,True,451.34701
99.72278,0.33181,-104.36098,-1.23296,199.69231,-92.25322,Slängpolskorgris,0.48375,-1.72862,10.53043,-3.01400,True,446.43342
99.42064,-0.53564,-98.06770,-1.19171,199.39403,-90.62456,Slängpolskorgris,-1.55074,0.72963,13.10794,-1.98470,True,448.06936
97.36481,-1.13378,-97.61868,-1.23687,197.33432,-90.19138,Hambogris,0.68196,1.04146,10.99582,-2.89575,True,438.01470
99.98007,0.34335,-98.86523,-1.24325,199.94835,-90.11854,Slängpolskorgris,2.71793,-3.43303,10.41279,-2.46499,True,450.46775
99.66667,-0.46974,-96.50640,-1.22925,199.63676,-91.68221,Slängpolskorgris,-0.73428,3.80851,10.30458,-1.52051,True,450.08015
99.62339,-0.71023,-106.55504,-1.22224,199.59483,-94.38997,Slängpolskorgris,1.56288,0.94765,9.43829,-2.75064,True,444.83942
100.00253,0.44294,-100.80274,-1.23757,199.97207,-90.01290,Polkagris,0.03630,-0.43176,9.78328,-3.61564,True,449.61128
99.47913,1.26575,-99.24739,-1.22862,199.44911,-91.08760,Slängpolskorgris,-0.79226,-1.89187,11.63767,-1.16179,True,447.77195
101.11508,-0.18055,-101.98163,-1.24256,201.08362,-92.93525,Schottisgris,1.19667,-2.88199,11.46456,-0.33397,True,454.58460
100.81952,-0.52521,-97.30436,-1.22651,200.79024,-91.23536,Polkagris,-0.04004,-1.39965,11.69552,1.14839,True,455.44544
99.86758,-0.62617,-96.84689,-1.22881,199.83740,-91.20937,Slängpolskorgris,0.07575,1.55857,9.06800,3.62727,True,450.91444
101.64174,1.16966,-98.78734,-1.22666,201.61221,-95.09525,Schottisgris,2.25274,1.09785,11.60286,-1.57276,True,458.81505
99.68575,0.37271,-101.05423,-1.23137,199.65551,-89.66260,Slängpolskorgris,2.53624,1.80654,10.32545,-1.45109,True,447.90163
100.22954,1.92226,-98.00439,-1.23247,200.19883,-89.45695,Polkagris,1.02878,1.83200,13.57012,-1.88000,True,452.14549
100.32583,-0.68995,-93.82684,-1.21424,200.29817,-90.21910,Polkagris,-0.84112,-1.16587,11.70232,-0.62549,True,454.71575
99.48163,0.16096,-96.05473,-1.23542,199.45053,-89.89408,Slängpolskorgris,2.10411,0.34944,12.45528,-2.09094,True,449.38081
100.81424,-0.07322,-101.34635,-1.20471,200.78702,-91.11813,Polkagris,-0.60690,0.93943,11.78189,-2.23633,True,453.39801
101.17642,0.80922,-98.93508,-1.24373,201.14485,-94.78534,Schottisgris,1.26909,-1.44360,9.85021,3.07659,True,456.41456
101.31189,0.09118,-98.05431,-1.22543,201.28293,-91.80614,Schottisgris,-0.38945,-0.87624,12.24778,-1.13830,True,457.53228
99.87463,1.12618,-98.63952,-1.22252,199.84502,-90.18856,Slängpolskorgris,-0.96342,-0.39172,14.45994,0.42128,True,450.05338
99.84887,0.28299,-98.84129,-1.23718,199.81765,-92.07569,Slängpolskorgris,2.18775,-0.55660,11.59948,-2.22696,True,449.82372
98.90629,-0.93739,-96.36148,-1.24456,198.87419,-92.11189,Hambogris,1.00723,1.35315,9.67155,-0.96592,True,446.35071
99.46432,-0.13989,-96.04807,-1.23430,199.43354,-92.02315,Slängpolskorgris,-0.95172,0.19428,9.70484,-0.94460,True,449.29756
100.94940,-0.48053,-100.51274,-1.22943,200.91937,-91.09246,Polkagris,1.62923,0.52674,12.33440,-1.29559,True,454.49064
98.33528,-0.34883,-94.29804,-1.20908,198.30709,-89.92072,Hambogris,0.25771,0.78485,9.69427,-1.53237,True,444.52737
100.30223,-0.53563,-99.63192,-1.23423,200.27240,-90.16954,Polkagris,-1.73252,1.65650,11.59916,-2.56803,True,451.69518
100.18312,0.61849,-99.37432,-1.19329,200.15692,-92.53758,Polkagris,1.99607,-2.08227,11.95051,-0.98715,True,451.22845
101.60707,-0.64712,-98.99048,-1.22545,201.57797,-91.17599,Schottisgris,-3.21104,0.95912,11.58957,2.89854,True,458.54012
99.52844,-0.56495,-91.89020,-1.20234,199.50117,-89.38133,Slängpolskorgris,-1.52810,-0.60659,10.30339,-2.02203,True,451.69708
99.33413,-0.26695,-100.84553,-1.19690,199.30710,-87.30929,Slängpolskorgris,0.18483,0.66487,11.59457,1.13845,True,446.24788
99.95329,-0.34304,-100.84156,-1.22256,199.92436,-93.80867,Slängpolskorgris,1.47290,-1.31320,13.15453,-3.47643,True,449.34565
101.38659,1.43285,-103.61794,-1.20948,201.35865,-92.92934,Schottisgris,0.06083,-0.87288,9.29821,2.72296,True,455.12400
99.83865,1.30203,-101.70571,-1.23178,199.80816,-90.27960,Slängpolskorgris,-0.19207,0.29094,11.78991,-0.31436,True,448.34039
101.69926,-0.08316,-102.56528,-1.22891,201.66920,-91.79666,Schottisgris,2.57033,1.08634,10.90908,-1.43452,True,457.21367
99.99117,0.19994,-100.64309,-1.22038,199.96286,-92.51862,Slängpolskorgris,-0.06515,0.43961,9.27507,-1.24286,True,449.63432
99.85197,-0.99816,-101.55190,-1.20443,199.82355,-91.50706,Slängpolskorgris,0.41483,0.73130,10.40692,2.24680,True,448.48390
102.23467,0.80877,-101.12538,-1.23169,202.20404,-93.28600,Polskorgris,0.98956,2.04410,10.88616,-1.36231,True,460.61065
100.92991,0.72831,-99.23805,-1.25656,200.89661,-93.38433,Polkagris,1.97990,-0.15598,10.12304,0.40303,True,455.03050
100.62455,-0.22574,-98.16605,-1.24587,200.59230,-93.16837,Polkagris,0.84510,-1.15079,11.69705,-0.39564,True,454.03972
97.69838,-0.09424,-101.35617,-1.23660,197.66717,-88.59735,Hambogris,-0.58536,-2.52550,14.73275,-1.03134,True,437.81382
98.95067,-0.43386,-96.88424,-1.19329,198.92440,-88.96640,Hambogris,-0.16279,0.38090,11.23032,2.33145,True,446.31125
99.71826,0.28906,-99.25867,-1.23185,199.68763,-90.51192,Slängpolskorgris,0.00066,2.27202,10.95908,-0.55636,True,448.96194
100.42835,-1.04406,-100.06192,-1.18792,200.40280,-93.25408,Polkagris,0.78449,0.56047,14.63736,4.34366,True,452.11079
100.79533,0.47699,-101.70759,-1.23900,200.76385,-91.22847,Polkagris,-1.71771,-0.21051,12.08519,-1.64912,True,453.12284
99.47106,0.78168,-102.35871,-1.23431,199.44093,-90.27889,Slängpolskorgris,-1.31848,-0.76579,11.94690,-2.37271,True,446.17595
100.77224,0.15069,-104.69856,-1.22445,200.74298,-89.73577,Polkagris,-1.69867,1.99802,11.45791,-1.20636,True,451.51193
100.42611,0.81542,-99.38676,-1.23686,200.39537,-93.33341,Polkagris,0.29922,1.42698,12.64908,-3.98322,True,452.43717
102.51545,0.59911,-105.35024,-1.18313,202.49028,-92.96024,Polskorgris,0.88956,0.51130,10.16905,-0.17370,True,459.90212
100.40183,0.37060,-98.29316,-1.20486,200.37441,-91.26479,Polkagris,2.16419,1.10554,11.56186,-2.16155,True,452.86258
101.31659,1.25831,-104.60002,-1.18878,201.29089,-92.43189,Schottisgris,-1.09732,1.43070,9.52472,2.49060,True,454.28296
100.90803,1.50986,-104.06964,-1.25388,200.87539,-93.38919,Polkagris,1.23799,-1.33931,10.40018,1.90295,True,452.50534
101.44840,0.66945,-102.23723,-1.23008,201.41850,-93.20033,Schottisgris,-0.15756,0.18821,11.23454,2.77565,True,456.12340
100.15811,-0.27223,-106.57735,-1.23540,200.12815,-94.51774,Polkagris,-0.19321,-2.31714,9.11729,-3.29568,True,447.50189
100.59684,0.10670,-96.67813,-1.24391,200.56523,-91.46980,Polkagris,-0.77748,-0.56910,13.59263,-0.78710,True,454.64513
99.41489,0.62483,-98.28251,-1.23010,199.38568,-91.01013,Slängpolskorgris,2.99136,-2.03054,13.28189,-2.84349,True,447.93320
99.70758,-0.46325,-100.09057,-1.25529,199.67477,-89.75296,Slängpolskorgris,1.13798,2.24213,8.79332,1.87166,True,448.49261
100.20411,-0.80784,-102.65307,-1.24204,200.17252,-90.01459,Polkagris,-0.24483,-0.51871,10.06791,-4.17658,True,449.69402
100.19948,-0.20262,-100.97112,-1.25409,200.16703,-91.11295,Polkagris,-2.22853,-0.57660,10.71753,1.31091,True,450.51185
101.44030,0.08936,-103.70443,-1.20505,201.41193,-91.81223,Schottisgris,-0.34506,-0.39978,11.21122,3.19100,True,455.34931
99.96626,-0.16811,-98.42926,-1.19723,199.93930,-93.14807,Slängpolskorgris,0.81626,-0.20276,12.14994,-0.50512,True,450.61668
99.54110,-0.37648,-98.09719,-1.20294,199.51403,-91.82541,Slängpolskorgris,0.31970,1.16001,12.36596,-0.42469,True,448.65689
100.75197,1.03946,-97.03609,-1.24499,200.71992,-93.88792,Polkagris,0.73036,0.19525,10.17227,-2.16838,True,455.24182
98.65517,-0.23305,-98.74438,-1.19732,198.62863,-91.88685,Hambogris,1.47804,-0.37372,9.19626,-0.76623,True,443.90368
99.15614,-0.02303,-100.68325,-1.22839,199.12637,-91.63072,Slängpolskorgris,-1.55498,0.34520,10.67271,-0.95817,True,445.43905
100.60169,0.11795,-101.82666,-1.22284,200.57323,-91.69675,Polkagris,1.68502,-0.77334,11.17689,-2.04289,True,452.09511
100.17642,0.08995,-106.52473,-1.19119,200.15088,-90.17861,Polkagris,-0.62389,0.92392,10.18007,2.87988,True,447.61973
98.43023,0.38605,-97.65086,-1.22563,198.40109,-90.09359,Hambogris,2.10762,-2.16609,10.00047,-1.42153,True,443.32571
99.96028,-0.29780,-100.99843,-1.21940,199.93028,-91.63979,Slängpolskorgris,-0.66270,-0.08419,12.55623,3.16338,True,449.30220
99.08931,-0.31674,-96.35091,-1.21321,199.06092,-90.24894,Slängpolskorgris,-0.03538,-1.52071,13.80875,-1.91132,True,447.27110
100.54804,0.67909,-104.16288,-1.25915,200.51491,-94.49717,Polkagris,-1.02851,-1.16276,14.11132,1.77081,True,450.65878
102.09664,-0.45534,-98.12879,-1.26091,202.06291,-90.83815,Polskorgris,-0.29223,-0.73973,8.36161,2.87485,True,461.41879
99.49391,-0.11602,-93.42674,-1.23126,199.46371,-89.10565,Slängpolskorgris,-0.40583,2.77230,10.05704,-1.30346,True,450.75620
99.47840,0.61051,-95.93901,-1.22864,199.44849,-91.94543,Slängpolskorgris,1.56117,1.23353,11.22584,-1.26536,True,449.42249
101.18092,-0.04453,-101.78204,-1.23310,201.15039,-90.59052,Schottisgris,-0.76773,-0.85927,10.10960,-2.71522,True,455.01360
100.51687,0.56734,-98.60349,-1.21773,200.48794,-92.93211,Polkagris,0.01145,-2.58629,12.51562,-1.90690,True,453.28261
98.92470,-0.44961,-97.74210,-1.21317,198.89620,-89.53442,Hambogris,-0.87886,-0.63641,11.44292,3.28500,True,445.75245
