y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Andjorg,98.37836,-0.00976,-102.12507,-1.22580,198.34879,-89.95085,Hambogris,-2.58146,0.94111,10.13485,0.59760,True,440.82927
Andsuto,101.14995,0.63853,-100.03961,-1.20133,201.12255,-93.22116,Schottisgris,0.95895,0.97612,12.05244,3.99854,True,455.72994
Andsuto,98.66042,-0.45675,-95.07248,-1.18933,198.63494,-88.64157,Hambogris,-0.08978,0.16651,11.75597,-2.74898,True,445.76586
Jorgsuto,100.24968,0.88347,-97.31226,-1.20200,200.22224,-93.77557,Polkagris,-0.90238,-0.89047,14.50762,0.64936,True,452.59226
Andjorg,100.74292,0.70358,-99.77697,-1.23568,200.71204,-93.76417,Polkagris,0.33630,-1.31224,9.90335,-0.64195,True,453.82611
Andjorg,99.72730,-0.10812,-95.36158,-1.22365,199.69866,-90.86833,Slängpolskorgris,-0.87722,1.27371,12.63366,-0.67235,True,450.95569
Andsuto,99.77252,0.51703,-97.95016,-1.20097,199.74563,-89.02158,Slängpolskorgris,1.59014,-0.94373,10.94413,3.57460,True,449.88752
Andjorg,99.42113,-0.20349,-99.17162,-1.22152,199.39238,-89.17609,Slängpolskorgris,-2.19185,-0.56687,12.26672,-0.95502,True,447.51984
Jorgsuto,99.55858,-0.04509,-101.43208,-1.24602,199.52657,-89.05446,Slängpolskorgris,0.81332,-0.07441,9.64588,-2.32176,True,447.07684
Andjorg,100.45809,-0.15718,-102.84060,-1.22800,200.42783,-89.58366,Polkagris,-0.65521,1.73927,12.17766,-1.92987,True,450.87013
Andjorg,98.75282,-0.34321,-97.18019,-1.22609,198.72324,-88.17670,Hambogris,-1.76515,0.87279,11.68631,-0.94094,True,445.17401
Andsuto,102.19750,0.48606,-102.36892,-1.21190,202.16994,-92.99840,Polskorgris,-0.63042,0.69022,11.50684,1.87935,True,459.80303
Andsuto,100.48947,0.49029,-101.64149,-1.20314,200.46241,-91.41221,Polkagris,0.57993,-1.24204,9.71993,3.18536,True,451.62661
Andsuto,100.13240,0.18109,-96.64660,-1.18251,200.10704,-91.16897,Polkagris,0.09253,-0.19492,11.90774,2.07864,True,452.33872
Jorgsuto,99.87273,1.08814,-100.56597,-1.22869,199.84275,-90.17936,Slängpolskorgris,1.52276,1.34025,12.99825,-1.79270,True,449.08064
Andsuto,98.63985,0.09300,-101.12306,-1.21756,198.61066,-89.54358,Hambogris,-0.20783,0.25330,8.62308,-1.05230,True,442.63773
Jorgsuto,101.09921,0.88656,-100.24914,-1.23241,201.06909,-91.56297,Schottisgris,-0.31131,-0.67596,12.26371,-1.97208,True,455.37146
Andjorg,100.75190,0.22993,-103.26724,-1.23430,200.72125,-91.99740,Polkagris,-1.36770,0.61644,11.28868,-3.49488,True,452.12588
Andjorg,98.54311,-0.49424,-101.49990,-1.22708,198.51373,-90.70335,Hambogris,-0.19361,1.40966,9.76850,-1.20498,True,441.96560
Jorgsuto,99.73980,0.45690,-100.19627,-1.24826,199.70751,-91.66391,Slängpolskorgris,1.55213,0.09142,8.49950,1.32534,True,448.60084
Jorgsuto,102.22005,0.30413,-105.73165,-1.22721,202.18996,-95.88636,Polskorgris,-0.38729,-1.34213,12.58918,-0.64321,True,458.23440
Jorgsuto,99.00785,-1.79011,-98.28113,-1.25941,198.97449,-92.15000,Slängpolskorgris,1.83419,1.07741,8.81674,1.73806,True,445.89871
Andsuto,100.11533,0.55046,-97.30174,-1.20843,200.08803,-89.95899,Polkagris,-1.01418,-0.00677,10.66637,1.13600,True,451.92576
Andsuto,99.44628,-1.23597,-101.82713,-1.20862,199.41882,-92.92749,Slängpolskorgris,-0.00810,0.72054,10.22408,1.96781,True,446.31782
Andjorg,100.14553,1.16574,-101.16256,-1.22258,200.11649,-91.12654,Polkagris,1.62202,-1.23974,12.49946,-2.96046,True,450.14636
Andjorg,101.00904,0.72679,-96.32254,-1.22923,200.97965,-91.65231,Polkagris,-0.20224,1.40815,12.37258,-2.45536,True,456.88393
Andjorg,101.88660,1.88651,-104.68535,-1.22685,201.85699,-93.86650,Schottisgris,1.29742,0.03786,11.19044,-3.46957,True,457.09034
Jorgsuto,99.01958,-0.07968,-93.75356,-1.20290,198.99200,-90.65098,Slängpolskorgris,-0.35403,1.73267,13.77235,0.67842,True,448.22114
Andjorg,101.15237,0.23518,-101.60329,-1.23189,201.12307,-94.49904,Schottisgris,0.94934,-1.37643,12.68860,-2.95915,True,454.96020
Andsuto,98.91584,-1.74685,-95.85585,-1.20267,198.88876,-89.74837,Hambogris,1.01034,0.24496,11.41575,4.02383,True,446.65126
Andsuto,98.59594,-0.32337,-100.22021,-1.19361,198.56903,-90.29964,Hambogris,-0.04296,1.38526,11.49192,1.27405,True,442.86961
Andjorg,101.59792,0.86103,-100.93394,-1.23756,201.56667,-94.81369,Schottisgris,-1.01272,1.92585,11.28699,-0.27633,True,457.52262
Andjorg,100.09125,0.70041,-96.91937,-1.23440,200.06105,-90.24163,Polkagris,-2.16037,-1.17161,11.33088,-2.72370,True,451.99657
Jorgsuto,100.70824,0.54553,-101.78001,-1.22000,200.67931,-92.20823,Polkagris,0.18936,2.36162,8.50037,1.81799,True,452.65120
Andsuto,99.77233,-0.28673,-100.43050,-1.19217,199.74546,-90.41049,Slängpolskorgris,0.27505,0.21272,11.87838,3.56366,True,448.64638
Andjorg,98.48797,0.08882,-99.74142,-1.23208,198.45840,-90.18433,Hambogris,-2.10696,-0.18152,11.30751,-4.05866,True,442.56916
Jorgsuto,98.57326,0.27962,-97.38217,-1.23501,198.54249,-87.60312,Hambogris,2.54059,2.96836,8.57397,0.02615,True,444.17522
Andsuto,100.53975,-0.61474,-98.30428,-1.20022,200.51324,-91.96774,Polkagris,0.67244,-0.17394,11.79534,0.20144,True,453.54663
Andsuto,99.06791,-0.70629,-96.31775,-1.19410,199.04126,-90.28577,Slängpolskorgris,-0.16988,1.18885,11.61066,2.82982,True,447.18067
Andsuto,101.16668,1.18510,-102.00283,-1.20732,201.13923,-93.28030,Schottisgris,0.19011,0.43928,10.04217,2.60902,True,454.83199
Andsuto,101.77459,0.30313,-97.88511,-1.21205,201.74682,-92.49929,Schottisgris,0.24375,1.24648,12.61617,4.59068,True,459.93041
Andjorg,98.59704,0.46728,-98.40281,-1.22913,198.56767,-87.24127,Hambogris,1.32333,-1.57965,11.96366,-2.42894,True,443.78381
Andjorg,100.29687,0.32002,-99.72902,-1.23768,200.26592,-89.75018,Polkagris,-1.01085,0.23744,10.08249,-0.87231,True,451.61982
Andjorg,98.90787,-0.53159,-99.93755,-1.24621,198.87560,-87.78071,Hambogris,0.68550,-0.94018,11.42148,-4.05691,True,444.57057
Andjorg,101.57590,-0.98218,-103.49514,-1.23377,201.54578,-92.36890,Schottisgris,-1.72492,-1.28928,10.69320,-1.13963,True,456.13192
Andjorg,99.86308,1.27925,-97.81121,-1.21780,199.83527,-93.32394,Slängpolskorgris,0.59675,-1.14390,9.67488,-2.72181,True,450.40979
Jorgsuto,98.52457,-0.82055,-98.43715,-1.19355,198.49851,-87.92029,Hambogris,-1.50292,-2.65120,11.92300,-1.80176,True,443.40427
Andjorg,99.22059,0.50089,-99.57468,-1.23573,199.18975,-90.03302,Slängpolskorgris,-1.84928,2.26053,11.45899,-2.91119,True,446.31559
Andsuto,102.24160,0.10702,-101.39585,-1.20048,202.21479,-93.26643,Polskorgris,0.29672,0.94393,8.49522,1.06800,True,460.51006
Jorgsuto,99.16808,-0.82470,-98.36999,-1.20324,199.14052,-91.74337,Slängpolskorgris,-0.77075,-1.39079,10.13869,1.41108,True,446.65539
Andsuto,101.03119,0.28973,-99.23471,-1.21798,201.00167,-92.97541,Schottisgris,-0.40829,0.32647,11.61239,-1.22320,True,455.53859
Andjorg,99.65114,-1.05906,-100.05546,-1.22991,199.62194,-87.54233,Slängpolskorgris,-1.18288,1.20930,11.46830,-2.12643,True,448.22797
Jorgsuto,101.56568,-0.00737,-102.28166,-1.22174,201.53649,-95.88250,Schottisgris,-0.09498,-0.35903,13.89088,-1.59628,True,456.68759
Jorgsuto,101.02084,0.76701,-98.82819,-1.22201,200.99152,-90.39605,Schottisgris,0.15157,0.19183,11.54302,-1.94271,True,455.69011
Andjorg,101.56122,0.76075,-100.65724,-1.23538,201.53091,-92.43400,Schottisgris,-2.08461,1.87339,12.81587,-4.49978,True,457.47747
Andsuto,100.13747,-0.54916,-103.17005,-1.22495,200.10779,-94.03950,Polkagris,-0.45050,0.09218,12.04163,2.80467,True,449.10231
Andsuto,100.08222,-0.78750,-99.40945,-1.18670,200.05737,-89.39112,Polkagris,-0.31604,-1.13676,10.07492,3.16466,True,450.70639
Jorgsuto,101.42011,0.38701,-99.76167,-1.24853,201.38794,-92.11078,Schottisgris,-2.23918,0.29734,12.56010,0.05874,True,457.21974
Andjorg,99.40944,-0.16766,-102.38134,-1.22389,199.38060,-89.07469,Slängpolskorgris,1.43703,-1.62664,9.17566,-3.01144,True,445.85652
Andjorg,99.08770,-0.74127,-95.54334,-1.23062,199.05757,-90.10750,Slängpolskorgris,-1.85410,0.48839,11.33558,0.19329,True,447.66684
Jorgsuto,101.85269,0.66629,-106.90559,-1.25215,201.81975,-94.24589,Schottisgris,-1.64095,-1.98091,11.53675,1.13955,True,455.81066
Andsuto,100.15630,-0.45321,-98.62730,-1.22995,200.12534,-94.22045,Polkagris,0.03672,0.63350,10.55114,1.22368,True,451.46787
Andsuto,98.23234,-1.03055,-97.07624,-1.21101,198.20487,-89.82024,Hambogris,-0.67848,0.35703,9.03151,0.66068,True,442.62356
Andsuto,102.11026,0.62660,-100.70283,-1.20559,202.08373,-92.29173,Polskorgris,-1.27912,-1.24257,8.62458,2.65727,True,460.19987
Jorgsuto,99.39553,-0.76202,-98.72619,-1.19426,199.36924,-90.50105,Slängpolskorgris,-0.41624,-0.24603,12.72811,-0.30807,True,447.61455
Andjorg,99.24867,-1.14875,-101.19229,-1.23537,199.21818,-89.85945,Slängpolskorgris,1.55123,-1.26970,10.93613,-4.37521,True,445.64721
Andsuto,99.40969,-0.81965,-96.56533,-1.20150,199.38259,-89.31722,Slängpolskorgris,0.30320,0.01776,11.14380,1.26688,True,448.76579
Andjorg,100.00558,0.10313,-96.42120,-1.22479,199.97622,-88.26906,Polkagris,1.22229,-2.02308,10.12906,-2.77725,True,451.81730
Andjorg,98.46960,-0.91374,-98.45496,-1.22638,198.44015,-89.36304,Hambogris,0.40831,-1.48662,11.11900,-3.13016,True,443.12053
Andjorg,100.46845,0.92364,-101.10111,-1.23609,200.43738,-91.99493,Polkagris,-2.10584,0.13425,11.39166,-0.99389,True,451.79171
Andsuto,101.33372,-0.26191,-101.88823,-1.19906,201.30745,-89.69648,Schottisgris,-0.35659,-0.87952,10.55701,1.26394,True,455.72449
Andjorg,100.39575,-0.09226,-97.46307,-1.24247,200.36424,-93.20401,Polkagris,1.82082,-0.80752,11.83185,-0.89652,True,453.24721
Andjorg,101.26555,-0.30520,-105.31101,-1.24026,201.23395,-90.72606,Schottisgris,0.17165,-0.77055,11.08835,-3.05576,True,453.67226
Andjorg,100.36311,0.83342,-100.78399,-1.23633,200.33193,-94.17212,Polkagris,-1.23389,1.15727,10.92660,-3.90444,True,451.42358
Jorgsuto,99.61706,0.52674,-98.65466,-1.21036,199.58908,-88.60111,Slängpolskorgris,-0.57410,-1.17300,12.93003,-1.08527,True,448.75795
Andsuto,99.85011,-0.88732,-99.47130,-1.20576,199.82340,-89.86491,Slängpolskorgris,-1.14575,-0.11339,9.52535,0.60087,True,449.51492
Andjorg,99.25677,-0.00975,-98.44701,-1.22598,199.22774,-92.12889,Slängpolskorgris,0.75582,0.08775,11.93416,-1.68723,True,447.06037
Andjorg,97.85662,0.50078,-97.00257,-1.24004,197.82509,-88.57168,Hambogris,-0.38306,0.86779,12.26159,-1.94145,True,440.78181
Andjorg,100.88964,0.00801,-106.08918,-1.22834,200.85953,-91.71643,Polkagris,1.82527,-1.80227,11.42171,-3.99457,True,451.40359
Andsuto,100.69499,0.39262,-97.08594,-1.21573,200.66616,-90.63903,Polkagris,1.42169,0.10116,12.88302,1.15695,True,454.93196
Andsuto,100.11085,-0.48941,-100.35799,-1.20943,200.08275,-92.14534,Polkagris,-0.68440,-1.13417,10.86722,2.50864,True,450.37527
Jorgsuto,102.96679,0.12302,-102.79276,-1.22783,202.93685,-94.14745,Polskorgris,-0.43735,1.32835,8.42826,2.24596,True,463.43759
Andjorg,99.73939,-0.68446,-107.31430,-1.22241,199.71041,-91.02681,Slängpolskorgris,0.03968,-1.76097,9.07310,-2.01865,True,445.03978
Andjorg,99.05781,-0.43981,-97.54782,-1.23641,199.02689,-91.06871,Slängpolskorgris,-0.24642,0.67566,10.84694,-2.89431,True,446.51514
Andjorg,100.04973,-0.55768,-97.21481,-1.23429,200.01988,-93.79160,Polkagris,0.40165,1.00637,11.50651,-2.18055,True,451.64123
Andjorg,98.72685,-2.02493,-98.97746,-1.22607,198.69807,-89.11409,Hambogris,-1.65830,0.51875,11.49460,-1.68843,True,444.14551
Andsuto,98.60629,-0.21220,-103.45552,-1.18053,198.58173,-90.78718,Hambogris,0.20453,0.21800,10.92131,2.20896,True,441.30367
Jorgsuto,99.70741,-0.13606,-96.56759,-1.24405,199.67545,-89.25056,Slängpolskorgris,-0.64935,2.03016,11.20541,-2.18875,True,450.25327
Andjorg,100.09965,0.16913,-97.83388,-1.22222,200.07083,-93.15753,Polkagris,-1.46937,-1.32737,10.86582,-2.79260,True,451.58129
Andsuto,101.43076,-0.04256,-98.07299,-1.19184,201.40533,-92.75792,Schottisgris,-0.18307,0.12205,12.06231,-2.25310,True,458.11732
Jorgsuto,100.75267,0.21775,-107.21454,-1.24112,200.72164,-91.71788,Polkagris,-1.73701,-2.26168,11.02948,-1.94599,True,450.15608
Andsuto,100.64391,0.26832,-106.35661,-1.21189,200.61491,-95.37072,Polkagris,0.54393,-0.30973,11.23481,4.40029,True,450.04127
Jorgsuto,98.70072,0.28403,-101.08427,-1.24285,198.66911,-86.74047,Hambogris,-0.72772,-0.22102,9.96979,-1.05091,True,442.96145
Andsuto,99.26912,-0.06433,-102.25682,-1.20411,199.24221,-91.77912,Slängpolskorgris,-0.20385,-0.13799,10.49440,1.17407,True,445.21720
Andsuto,98.41934,-0.49343,-101.95843,-1.20831,198.39129,-90.14640,Hambogris,0.18328,-0.46686,10.08570,3.84261,True,441.11750
Jorgsuto,98.68557,-0.13600,-94.85168,-1.25268,198.65279,-88.18104,Hambogris,-0.07938,1.18338,12.07060,-0.38840,True,446.00201
Jorgsuto,101.68055,1.35701,-103.06176,-1.19657,201.65410,-91.67177,Schottisgris,0.80494,-2.02293,7.51968,2.70711,True,456.87186
Andsuto,99.65342,0.46751,-97.01364,-1.18935,199.62744,-92.13899,Slängpolskorgris,0.20298,-0.29829,11.13906,-1.69968,True,449.76027
Andsuto,100.37537,0.79354,-102.53940,-1.21968,200.34698,-92.74555,Polkagris,-0.73209,-1.08561,10.29884,3.41349,True,450.60716
Andjorg,100.88749,0.48637,-96.79577,-1.23170,200.85763,-93.46569,Polkagris,1.21532,0.53329,11.42136,-3.37445,True,456.03956
Andsuto,100.20266,-0.10673,-95.12142,-1.18295,200.17828,-90.68185,Polkagris,0.07018,1.20042,11.10466,2.12712,True,453.45261
Jorgsuto,100.57901,-1.20192,-97.09764,-1.26319,200.54503,-90.87618,Polkagris,1.96066,0.44788,13.17681,1.14296,True,454.34623
Andjorg,99.08734,1.14710,-99.34301,-1.23454,199.05629,-87.93905,Slängpolskorgris,0.86016,0.79897,10.30228,-0.88750,True,445.76521
Andsuto,99.81822,-0.11646,-106.08146,-1.19543,199.79080,-92.51922,Slängpolskorgris,-1.29615,0.00200,12.02799,0.67518,True,446.05036
Jorgsuto,101.51277,0.75393,-102.65213,-1.20122,201.48600,-92.64606,Schottisgris,1.20798,1.84427,11.48747,-0.84865,True,456.23781
Jorgsuto,99.95683,1.09045,-104.67505,-1.20566,199.92905,-87.15282,Slängpolskorgris,1.83139,-0.03598,11.99667,-0.53527,True,447.44663
Andjorg,99.24304,0.10689,-101.02087,-1.24017,199.21211,-89.92238,Slängpolskorgris,1.92410,-2.20034,10.26887,-1.03360,True,445.70478
Andsuto,98.65700,-0.39219,-100.50627,-1.21633,198.62842,-91.64690,Hambogris,-0.29537,0.49878,12.68137,1.08991,True,443.03185
Andjorg,100.60920,0.17249,-101.96756,-1.23044,200.57897,-89.68710,Polkagris,-1.70365,-1.17609,10.74610,-3.73532,True,452.06223
Andjorg,101.00826,0.94067,-102.39174,-1.23315,200.97866,-91.89169,Polkagris,-1.74262,-0.29964,9.97165,-1.29723,True,453.84542
Andjorg,99.95376,0.05744,-97.51047,-1.22731,199.92394,-89.29047,Slängpolskorgris,-1.27403,-0.86304,9.97758,-1.60974,True,451.01359
Jorgsuto,100.32764,0.41068,-100.04752,-1.20432,200.30036,-92.93341,Polkagris,-0.79179,-0.11338,12.77478,-1.95490,True,451.61443
Jorgsuto,98.61653,-0.29864,-100.11180,-1.20946,198.58870,-89.23620,Hambogris,0.30416,-0.07322,12.75507,-1.14579,True,443.02675
Jorgsuto,99.47285,-1.35447,-102.62895,-1.23590,199.44172,-89.98484,Slängpolskorgris,-0.81279,0.11533,7.90748,-1.96412,True,446.04975
Jorgsuto,99.39500,0.66304,-100.21956,-1.25641,199.36217,-89.54722,Slängpolskorgris,-0.73941,0.90080,14.67378,0.38826,True,446.86523
Andsuto,100.53884,-0.14812,-104.33136,-1.21358,200.51127,-95.39315,Polkagris,0.48555,0.42185,10.44273,1.77806,True,450.52851
Andsuto,100.74521,0.64061,-104.75188,-1.19614,200.71768,-89.88989,Polkagris,0.10262,1.04103,9.85425,3.33163,True,451.35010
Andjorg,99.21680,0.05129,-101.69930,-1.23651,199.18566,-91.15088,Slängpolskorgris,1.67815,1.46770,9.89263,-0.43089,True,445.23434
Jorgsuto,100.66045,-0.15061,-103.30510,-1.21440,200.63228,-91.56088,Polkagris,-1.11669,-0.55213,12.12033,-0.08211,True,451.64970
Andjorg,100.12665,-0.22491,-100.15812,-1.22695,200.09679,-89.43340,Polkagris,1.73252,0.34624,10.26958,-1.14712,True,450.55417
Jorgsuto,101.54134,0.06373,-105.06118,-1.23045,201.51072,-89.96250,Schottisgris,-2.23487,-0.34443,10.81744,-1.31243,True,455.17610
Andjorg,99.12932,-1.04611,-99.55204,-1.23873,199.09816,-91.10786,Slängpolskorgris,2.63349,-0.24218,9.97764,-1.53898,True,445.87056
Jorgsuto,98.94675,-0.05671,-95.14850,-1.24068,198.91568,-87.15208,Hambogris,-0.10096,0.09415,11.23249,-1.36969,True,447.15951
Andsuto,102.18811,-0.16906,-100.68236,-1.20972,202.15960,-91.24196,Polskorgris,-0.70506,0.08482,11.14244,-1.14860,True,460.59937
Andsuto,98.77630,-0.05402,-93.86769,-1.19745,198.74861,-88.04191,Hambogris,-0.21470,-0.78572,9.32760,0.12309,True,446.94765
Andjorg,100.38217,1.68333,-99.89392,-1.22948,200.35228,-90.48597,Polkagris,-0.06443,2.04868,12.96165,-2.81823,True,451.96390
Jorgsuto,100.73255,-0.57787,-95.71462,-1.19532,200.70623,-91.73304,Polkagris,0.14435,0.07323,9.68900,3.16385,True,455.80546
Andjorg,99.91686,0.09190,-102.90733,-1.22891,199.88654,-91.36680,Slängpolskorgris,-1.15985,-1.29427,10.47270,-3.74062,True,448.13063
Jorgsuto,97.74809,-0.63751,-96.99654,-1.23639,197.71688,-86.88444,Hambogris,1.08666,-1.43660,10.75898,0.82515,True,440.24218
Andjorg,99.05401,0.25369,-98.13121,-1.24356,199.02230,-92.86088,Slängpolskorgris,0.36611,-1.97686,9.88562,-1.70229,True,446.20446
Andjorg,99.87354,-0.23209,-100.27466,-1.23252,199.84415,-92.56979,Slängpolskorgris,-0.70365,1.03300,11.88519,-2.38517,True,449.23037
Andjorg,98.67665,0.51766,-100.69566,-1.23292,198.64651,-86.99571,Hambogris,1.73645,1.13114,9.72614,-1.15802,True,443.03543
Andjorg,99.17203,-1.63467,-102.25553,-1.24018,199.14056,-91.85112,Slängpolskorgris,0.97252,-0.43893,7.96338,-1.47810,True,444.73238
Andsuto,100.67427,-0.45802,-99.25596,-1.20147,200.64795,-92.67927,Polkagris,-0.47561,-1.25607,12.23679,3.40577,True,453.74335
Andjorg,100.26953,0.68303,-97.94218,-1.22449,200.24082,-90.11288,Polkagris,-1.37750,-0.35209,9.29174,0.55840,True,452.37658
Andjorg,100.27201,0.63729,-102.75774,-1.22646,200.24297,-92.50277,Polkagris,-0.21972,1.55976,9.73835,-2.60751,True,449.98116
Andjorg,98.39256,0.60415,-97.19927,-1.22855,198.36278,-87.39622,Hambogris,0.69644,-1.08767,12.21671,-1.95372,True,443.36316
Andsuto,100.32948,1.35546,-103.04178,-1.18902,200.30280,-91.80060,Polkagris,-0.85192,0.27965,11.55497,2.15840,True,450.12653
Andsuto,100.06375,-0.01438,-98.58728,-1.21481,200.03460,-90.58949,Polkagris,0.52688,0.18803,10.99283,2.51603,True,451.02511
Andjorg,99.68419,-1.23574,-93.53969,-1.23537,199.65326,-90.15255,Slängpolskorgris,0.00505,-2.54300,10.75519,-0.83020,True,451.65113
Andsuto,99.65219,-0.84785,-95.81607,-1.19312,199.62692,-93.03490,Slängpolskorgris,-0.12102,0.70811,11.82023,1.69935,True,450.35292
Jorgsuto,101.71472,0.33011,-101.27197,-1.25832,201.68186,-92.97227,Schottisgris,-0.82612,-2.15029,9.97748,1.56354,True,457.93763
Andjorg,99.93008,-0.98015,-97.05602,-1.22056,199.90179,-89.30516,Slängpolskorgris,0.10146,2.65138,11.78237,-1.59474,True,451.12238
Andsuto,100.53195,0.76623,-99.14971,-1.22953,200.50088,-91.42235,Polkagris,0.83622,-0.68722,11.44400,1.41814,True,453.08490
Andjorg,99.40706,-0.12140,-97.28908,-1.23772,199.37669,-90.06875,Slängpolskorgris,0.52793,-0.24925,12.92807,-1.98709,True,448.39076
Andjorg,100.58442,1.24940,-106.65116,-1.23022,200.55462,-92.43353,Polkagris,-1.29366,2.45517,11.57257,-3.68808,True,449.59653
Jorgsuto,99.92687,-0.52967,-93.59777,-1.20591,199.89918,-89.09520,Slängpolskorgris,0.40524,0.20387,11.58037,-0.22681,True,452.83545
Jorgsuto,100.84340,0.06508,-102.69475,-1.25374,200.81054,-95.27667,Polkagris,0.04572,-0.11128,14.35361,-3.32890,True,452.86965
Andsuto,100.99008,0.55078,-105.21446,-1.20712,200.96202,-92.47015,Polkagris,0.48029,0.58348,12.57281,0.54724,True,452.34315
Jorgsuto,99.50202,1.89041,-102.49097,-1.22226,199.47255,-92.35534,Slängpolskorgris,0.06734,0.94675,9.44464,1.24529,True,446.26461
Andjorg,99.82632,-0.03469,-101.32175,-1.22665,199.79725,-91.46053,Slängpolskorgris,1.10920,-1.59017,11.58581,-3.59400,True,448.47073
Jorgsuto,100.75210,-0.37604,-103.74801,-1.26012,200.71838,-92.88994,Polkagris,-2.88411,-0.41054,9.84055,1.85543,True,451.88647
Andjorg,100.07753,1.38344,-96.89523,-1.22674,200.04871,-91.45122,Polkagris,0.51130,-0.00373,11.21965,-4.39432,True,451.94005
Andjorg,100.70052,0.68395,-99.14573,-1.22045,200.67230,-90.46949,Polkagris,0.20412,0.70714,8.57686,-3.82950,True,453.92972
Andjorg,99.68185,-1.24777,-91.31329,-1.22540,199.65318,-92.13096,Slängpolskorgris,-2.36088,-0.06064,10.92872,-0.97306,True,452.75261
Jorgsuto,100.23692,0.38756,-98.67463,-1.24459,200.20520,-93.78097,Polkagris,-1.13281,1.31494,13.48393,0.78366,True,451.84728
Jorgsuto,100.36482,-0.49912,-98.00957,-1.24826,200.33278,-93.11770,Polkagris,2.40433,0.21381,9.89643,-2.28493,True,452.81932
Andsuto,100.12702,-0.24277,-100.25278,-1.21296,200.09956,-89.96392,Polkagris,-0.56015,-0.19447,13.76015,3.91980,True,450.50870
Andsuto,100.80276,-0.10387,-99.67621,-1.22149,200.77259,-92.02662,Polkagris,-0.78121,0.01975,9.52373,-0.49877,True,454.17569
Andsuto,99.20014,-1.32230,-94.74545,-1.21573,199.17247,-91.21573,Slängpolskorgris,0.08109,0.12495,11.22705,-1.50620,True,448.62799
Jorgsuto,99.47580,-1.62014,-98.76866,-1.23789,199.44484,-89.54643,Slängpolskorgris,0.32282,-0.69157,9.04554,1.86576,True,447.99467
Jorgsuto,101.12301,0.27446,-103.52820,-1.22150,201.09380,-91.94857,Schottisgris,3.17065,1.49241,8.60912,1.23599,True,453.85096
Jorgsuto,98.99502,-0.48200,-100.71430,-1.19779,198.96816,-90.36086,Slängpolskorgris,0.86806,1.80110,13.16819,-0.24677,True,444.61794
Andsuto,98.08651,-0.52928,-100.33987,-1.20983,198.05850,-90.36761,Hambogris,-0.05030,-1.10755,13.50066,1.98395,True,440.26260
Jorgsuto,101.09695,-0.01692,-96.67960,-1.19479,201.07044,-93.02149,Schottisgris,-2.37261,-0.13480,11.87907,-2.13047,True,457.14495
Jorgsuto,102.51650,0.07033,-100.57841,-1.25898,202.48300,-91.79287,Polskorgris,-0.34767,-3.02999,8.03284,5.01421,True,462.29328
Andjorg,99.09790,0.46839,-99.45196,-1.22433,199.06931,-90.38154,Slängpolskorgris,1.17001,-2.46605,11.61524,-1.92877,True,445.76351
Andsuto,99.88006,-1.26169,-102.55247,-1.20510,199.85246,-89.91370,Slängpolskorgris,0.02642,-0.15812,10.83447,0.78736,True,448.12407
Andsuto,100.71682,0.28503,-105.29431,-1.20370,200.68937,-92.91493,Polkagris,0.60366,-0.10108,12.48414,-1.63822,True,450.93694
Jorgsuto,102.08593,0.63610,-98.79675,-1.19671,202.05891,-94.54985,Polskorgris,-1.97502,0.48294,11.43999,-1.18003,True,461.03126
Andjorg,100.26582,-0.04629,-94.74940,-1.23128,200.23579,-92.27752,Polkagris,0.93679,-0.75013,10.84661,-2.53986,True,453.95440
Andjorg,100.02609,-0.96169,-99.77884,-1.22739,199.99690,-93.35984,Polkagris,1.80619,-1.06650,11.00707,-0.67259,True,450.24102
Jorgsuto,100.33032,-0.29712,-101.69854,-1.20539,200.30298,-92.28215,Polkagris,0.59914,3.58178,13.50907,-2.43756,True,450.80234
Andjorg,100.22089,0.85951,-102.42873,-1.22218,200.19207,-89.86396,Polkagris,0.27691,0.06892,12.39738,-2.07134,True,449.89010
Andsuto,100.47279,-0.39362,-103.75039,-1.18960,200.44692,-91.49198,Polkagris,1.28278,0.52099,11.65081,0.21960,True,450.48875
Jorgsuto,100.96043,0.66185,-103.29951,-1.21750,200.93157,-92.55819,Polkagris,-0.03257,0.19380,10.15349,-1.43586,True,453.15241
Andsuto,100.10885,0.91619,-98.65817,-1.20757,200.08040,-91.91972,Polkagris,0.35477,-0.90788,12.96021,0.96319,True,451.21517
Andjorg,100.94702,-0.22207,-104.87855,-1.23337,200.91734,-94.55853,Polkagris,-1.73498,1.16666,13.51628,-2.10550,True,452.29581
Jorgsuto,100.36588,0.66964,-104.56337,-1.19859,200.33928,-89.61773,Polkagris,0.10547,-0.37396,11.83388,-0.48562,True,449.54769
Andsuto,100.12590,0.04879,-95.81425,-1.22352,200.09633,-90.05810,Polkagris,-0.10448,-0.60020,11.99418,1.35387,True,452.72235
Andsuto,100.03375,0.00727,-104.53246,-1.21304,200.00458,-91.37153,Polkagris,-0.02929,-0.35985,12.24570,2.75006,True,447.90254
Andjorg,100.73642,0.42386,-101.38836,-1.23955,200.70554,-92.44329,Polkagris,0.17158,0.16938,11.67425,-4.22072,True,452.98794
Andsuto,98.96873,0.50664,-98.82312,-1.19787,198.94228,-90.70491,Hambogris,0.32960,0.03285,10.64993,4.29080,True,445.43209
